season,year,avg_temp,total_precip
Winter,2006,5.488750043977052,107.19999994337559
Autumn,2007,8.42749993801117,90.40000154078007
Spring,2007,11.291549236002103,74.40000002086163
Winter,2007,6.8542168811861295,176.9000001102686
Autumn,2008,7.821052670478821,73.79999922215939
Spring,2008,8.194736842523541,117.40000063180923
Winter,2008,6.1662790463414305,119.39999866485596
Autumn,2009,11.376666688919068,187.39999973773956
Spring,2009,8.842105238061203,31.80000050365925
Winter,2009,4.009411768176976,195.2000006735325
Autumn,2010,7.411111098610693,44.79999989271164
Spring,2010,8.710526290692782,56.000000804662704
Winter,2010,2.4348314653956487,173.6000008881092
Autumn,2011,11.771698097013077,42.59999988973141
Spring,2011,9.499999994455381,16.400000259280205
Winter,2011,6.515909094702113,171.6000002026558
Autumn,2012,11.351648349028368,201.39999917149544
Spring,2012,10.974725309309068,139.99999937415123
Summer,2012,17.25000006219615,219.0000008493662
Winter,2012,5.719780225020188,147.0000005364418
Autumn,2013,12.278021990597903,180.9999995827675
Spring,2013,8.405434751154289,128.5999999344349
Summer,2013,18.767391267030135,69.40000067651272
Winter,2013,5.0855555342303385,181.1000012010336
Autumn,2014,13.721977983202253,215.2000000178814
Spring,2014,11.664130392281905,170.40000000596046
Summer,2014,18.326086987619814,188.400003105402
Winter,2014,6.812222219175762,290.0000007003546
Autumn,2015,12.562921349921924,137.80000130832195
Spring,2015,10.720652175986249,81.80000020563602
Summer,2015,17.938043573628303,200.7999964952469
Winter,2015,7.2222222432494165,141.40000109374523
Autumn,2016,12.483516448146695,150.19999961555004
Spring,2016,10.19347826294277,180.4000008404255
Summer,2016,18.549450685689738,130.9999991953373
Winter,2016,6.397802206186148,128.9999994635582
Autumn,2017,12.215384626126552,102.39999984204769
Spring,2017,12.029670338054279,95.20000077784061
Summer,2017,18.5431818745353,195.0000002682209
Winter,2017,5.66444445202748,179.59999984502792
Autumn,2018,12.479120851873041,164.19999973475933
Spring,2018,11.143478220571643,204.80000104010105
Summer,2018,20.172826072444085,63.40000058710575
Winter,2018,6.183333333995607,147.60000059008598
Autumn,2019,11.964835214090872,230.59999784827232
Spring,2019,11.22826081255208,98.39999982714653
Summer,2019,18.927173884018607,166.20000013709068
Winter,2019,6.530000021639798,156.99999931454659
